restaurant_id,restaurant_name,has_menu,method,valid_review_count,top1_menu,top1_count,top2_menu,top2_count,top3_menu,top3_count,top4_menu,top4_count,top5_menu,top5_count
catchtable_cMmPNdC7opgNUJUZURQjHw,올디스 타코,True,weighted_match,2827,비리아 타코,282,타코 라이스,165,올디스 타코,96,메가 밤 스낵,84,메가 포테이토밤,3
catchtable_lNciKu9vZBrE5ZHVczYDCw,감성화로 우메인 합정,True,weighted_match,311,A코스,49,B코스,49,,,,,,
catchtable_G7jOBMGo4_jwBiM1dQC7Lw,야반,True,weighted_match,354,황금보리 굴비 정식,56,간장게장+양념게장,45,고등어구이 정식,40,제육볶음 정식,25,한우 소불고기 정식(2인 이상),19
catchtable_Ev7Xv6J1Hoj-8yvZ16LlmQ,버터플라이 스테이크하우스,True,weighted_match,233,,,,,,,,,,
catchtable_qXvT2xgKom_ApGguglMz3w,키타미,True,weighted_match,259,치킨난반,81,가츠산도,29,등심까스,19,댄디 나폴리탄,16,디럭스 야키소바 (소스),9
catchtable_nuG5swEqGiyPZ2ruGe0OZA,마그넷 서촌,True,weighted_match,835,토하젓 크림 뇨끼,94,한우 육회 타르타르와 시금치 샐러드,48,항정살 오일 파스타,45,트러플 프라이,31,한우 채끝 스테이크,27
catchtable_xsCfFo2EPzwcP8NriVDXUA,부우이 성수,True,weighted_match,143,문어 먹물 리조또,16,화이트 라구 파스타,12,엔초비 알리오 파스타,12,버터 봉골레 파스타,11,비스큐 먹물 파스타,11
catchtable_5GbtgpXqygp22xg_n6pAzQ,논베,True,weighted_match,598,레바파테,22,오늘의 사시미,12,치킨남방,4,키리모찌,3,낫토 시오곤부 파스타,2
catchtable_ic0rgTyPGWGBBnAy0itQqQ,동아리 정동본점,True,weighted_match,759,야끼소바,8,장어덮밥,7,호르몬 나베,4,굴튀김,3,명란 계란말이,2
catchtable_55vvziDjpxLM5Ig52FPTyA,루미노 다이닝 바,True,weighted_match,178,버섯크림파스타,7,라자냐,6,비프 타르타르,5,광어 세비체,3,비스크 오일파스타,1
catchtable_B3UyfkPqRD815HLRzzEl7w,운멜로 타임빌라스 수원점,True,weighted_match,128,풍기크레마,16,,,,,,,,
catchtable_z1cCM7ZLLRUlaAaoWwvCDQ,쇼쿠,True,weighted_match,181,샤돈브리앙 가츠,1,조개와인술찜,1,고등어봉초밥,1,고등어 파스타,1,토마토샐러드,1
catchtable_nMqsCzSVwFw2RJWSaX2_ow,계열사,True,weighted_match,653,후라이드 치킨,365,골뱅이국수,153,닭목살 바베큐,5,부산에서 온 오뎅탕,4,닭도리탕,3
catchtable_i3p8I09tKz9IBDRldeeqAw,다이닝오은 OEUN,True,weighted_match,123,오리 디너 코스,26,한우 디너 코스,23,,,,,,
catchtable_DuUaWNBHuF2K3pIYETv5NQ,그집뱃살 서면점,True,weighted_match,151,연어,71,참치,15,대방어,6,명란계란탕,2,명란크림파스타,1
catchtable_lnYe4W4kfQKjIZfIRVvNew,리틀 올리브,True,weighted_match,608,지중해 삼합 샐러드,38,TRUFFLE CREAM CASARECCIA 트러플 크림 카사레치아,30,SAFFRON RISOTTO 사프론 리조또,22,PULPO CON PATATAS 문어와 감자,16,참피뇬 꼰 까르네 Champinon Con Carne,8
catchtable_-nvxWMyQwGjP1kEh1-W5XQ,모도우 여의도점,True,weighted_match,838,한우 샤브샤브 코스,199,한우 샤브샤브 스페셜 코스,199,한우 구이 코스,180,모도우 시그니처코스,126,런치 시그니처코스,125
catchtable_by_LHdAvqw8KtwSFLIMqmw,기린1인용회전훠궈,True,weighted_match,160,주말/공휴일무한리필훠궈,41,평일점심무한리필훠궈,40,평일저녁무한리필훠궈,40,,,,
catchtable_e_l0Mh8y-K-Ucs2CmbePfA,스미스미,True,weighted_match,150,1인 오마카세,47,2인 오마카세,47,3인 오마카세,47,,,,
catchtable_rL4R7AK4QMhWaGOaKtILKQ,민스키친 연희점,True,weighted_match,112,육전,6,A코스,5,C코스,3,B코스,2,불갈비샐러드,2
catchtable_-yBFe6o9kQgirjHZy3MCBQ,뼈탄집 서촌본점,True,weighted_match,260,계탄밥,19,숙성 삼겹살,4,곰취냉면,2,숙성 뼈탄삼겹살,1,삼겹목살세트,1
catchtable_GGcnUlOZ7UAg_et2piC-Bw,온화다이닝 도산점,True,weighted_match,526,2026 런치코스,50,2026 디너코스,50,이베리코 솥밥 반상,35,스테이크 덮밥,29,육회비빔밥 반상,17
catchtable_G_GM1VLg04F2BSgOIFx-tQ,테이스팅뮤지엄,True,weighted_match,178,스테이크 비프 칠리 파스타 (spicy),20,올리브 오일 감베리 파스타,20,송화버섯 오일 파스타,20,만조 머쉬룸 크림 파스타,16,토마토 감베리 파스타,14
catchtable_9EiimEmz10vL7hDs7IApEQ,우블리,True,weighted_match,745,한우육사시미/육회,86,햄버거(2psc),19,비빔면,14,파스타,7,,
catchtable_4AJWVfuyVfICnlF45NYrEg,팔각동 ,True,weighted_match,366,동파육,29,흑초탕수육,6,탄탄시루나시,3,사천마파두부면,2,보리된장오이,2
catchtable_enO0RxdZqJsXQYy6rL48aA,송계옥 광안리점,True,weighted_match,116,하이볼 얼그레이,11,송계옥 비빔면,11,염통 (150g),5,봄나물 퉁퉁장 된장찌개,4,목살 (180g),4
catchtable_8SRZmw6y2etEKhoNswkXSQ,거북이동네 부산영도점,True,weighted_match,109,숙성 삼겹살 100g,5,숙성 목살 100g,4,숙성 항정살 100g,4,가족세트 800g,4,대왕 매콤야채쫄면,4
catchtable_lZm3t5eMwvw0kVal0dk9PQ,단칸,True,weighted_match,364,나폴리탄,9,후레쉬머쉬룸,3,이즈니버터바,2,감태아이스크림,2,해쉬타워,2
catchtable_PagHiXJtEF4GLA8SomEtvA,hyggeso 휘게소,True,weighted_match,172,숙성방어회,4,,,,,,,,
catchtable_ItJdsD-z1Z32XYH7qn7j4g,금수복국 서초점,True,weighted_match,152,복국,13,모둠튀김,9,금수복탕수,4,복회무침,2,,
catchtable_6-D7EYMHWBSFnpfkUcebtw,로마옥 리버사이드,True,weighted_match,261,트러플 크림 파스타,3,전복 게우 파스타,2,잣 카프레제 샐러드,1,발사믹 글레이즈 연어 스테이크,1,티라미쑥,1
catchtable_GrgK5HOkuOj5ZSXKFQaL8g,고급오복수산,True,weighted_match,732,카이센동,77,백합탕,5,특선 카이센동,3,사케동,3,우니 도로 이쿠라 관자 에비,2
catchtable_beXRwore1eolQfxiSFujCg,스시소라 광화문점,True,weighted_match,5275,런치 카운터 오마카세,893,디너 오마카세,865,,,,,,
catchtable_29jYZ5C_0DdShQ7RUQvOGA,칠월,True,weighted_match,175,닭껍질,4,재첩라멘,3,쯔꾸네,1,모찌리도후,1,명란구이,1
catchtable_gXMLXAjcMGO-yXsb4q0iqg,스미스가좋아하는한옥,True,weighted_match,538,봉골레,15,부라타,11,까르보나라,8,뽈뽀,6,풍기,4
catchtable_hq_C32l4NsqZM797Arg8RQ,삼동소바 죽전점,True,weighted_match,224,삼동냉소바,30,삼동떡볶이,29,돈까스 double,24,대게튀김 (3p),15,짬뽕우동,14
catchtable_WFSJPG45luHGtN1GyCZwMQ,살팀보카,True,weighted_match,857,5. INSALATA DI POLPO 문어 샐러드,117,1. LASAGNA BOLOGNESE 볼로냐식 라자냐,88,2.POLPO ALLA GRIGLIA 그릴에구운 문어요리,42,1.FORMAGGI & ITALIAN SALUMI 치즈와 이태리 햄류,39,4. INSLATA DI POMODORINI 토마토샐러드,34
catchtable_-CoYK0k9e2U2_7GJEw8INg,숙성시대 롯데월드몰점,True,weighted_match,208,우판 LA양념갈비 반상,28,듬뿍우거지탕,14,얼큰 차돌순두부,12,한우 육회비빔밥,12,뚝배기 된장 찌개,9
catchtable_oRMj4PAOW6Ophka9L7o8Nw,미카사행궁,True,weighted_match,211,하이볼,3,얼그레이 하이볼,2,포모도로 파스타,1,우렁살 로제 리조또,1,아메리카노,1
catchtable_S5LZ42wn8O4aIn1YYgi2Bw,엄마의 봄날,True,weighted_match,1213,동강정식,65,영월정식,9,,,,,,
catchtable_c9F12i3RR5pyl-_JdmlABQ,마사키,True,weighted_match,658,런치 카운터 스시오마카세,210,디너 카운터 스시오마카세,210,디너 카운터 사시미 오마카세,103,런치 룸 스시코스,94,디너 룸 스시코스,94
catchtable_MI55zFxIw7xZOp7iOg_01g,소플러스 의정부점,True,weighted_match,112,냉면,14,특급생갈비,12,돼지생갈비,11,소생갈비살,10,갈비살정식,9
catchtable_0FjXep4PcMfMx8jGI__Krg,미카도스시 둔촌파크포레온점,True,weighted_match,147,연어초밥,33,간장새우초밥,33,간장새우 모둠초밥(10P),33,연어양파초밥,31,광어초밥,30
catchtable_6EByL65CWig-E6SU8df9FQ,호르몬치치 부평점,True,weighted_match,119,호르몬치치 무한리필 메뉴,26,호르몬치치 사이드 및 주류,23,와규등심추리 80g,4,소 염통 80g,2,소 곱창 80g,1
catchtable_8ZJ3G1SrNcCNuNB4gHNCAA,선명,True,weighted_match,204,제철 사시미 모둠,29,한우 육사시미 한접시,29,미소 두부 튀김,23,항정살 수육과 절임 나물,7,난코츠 가라아게,4
catchtable_ah70fnl2upl6voHats_2GQ,오복수산 판교점,True,weighted_match,830,카이센동,123,사케동,8,특선 카이센동,7,백합우동,7,카니미소구이,5
catchtable_-pME74JUh3vQU42clhbdrQ,꿉당 잠실방이점,True,weighted_match,413,삼겹살,25,꿉살,22,항정살,8,가브리살,7,신라면 투움바,6
catchtable_f_cz24AMGC-b8yTXx-6mzw,달마시안 스타필드 수원점,True,weighted_match,591,봉골레,7,빠네 파스타,5,까르보나라,2,트러플 스테이크 리조또,1,멍찹스테이크,1
catchtable_xioMUGwm2A4DyAcYZr4mcQ,파스티피쵸,True,weighted_match,1064,등심스테이크,4,비프 타르타르,4,버섯크림 구운뇨끼,2,토마토 치즈 샐러드,1,볼로네제 생면라자냐,1
catchtable_d5fKGat5Whoygv8CmRLdBg,오몬자,True,weighted_match,557,모찌리도후,2,명란모찌몬자야끼,2,청양숙주샐러드,1,돼지김치몬자야끼,1,유자오이타다끼,1
catchtable_BOt8NmOOdwGBbW2th_yxEw,산골농원,True,weighted_match,398,솥뚜껑닭볶음탕,46,,,,,,,,
catchtable_pSvrI-LtSAMIp2KDj-3mUg,리호,True,weighted_match,366,닭가슴살,34,양배추 구이,17,우니 메밀 파스타,5,닭다리살 타코,4,토마토 인살라따,3
catchtable_xOwMxky7hOv6E5d_0tk0vA,스시사카바 산원,True,weighted_match,246,성게알,5,후토마키,2,안키모 모나카,2,이소베마키,2,포테토 사라다,1
catchtable_iN8eW9KtXloH52zLJn9T-w,주상,True,weighted_match,143,들기름 묵은지 광어,5,한우 2+ 차돌 육사시미,4,한우육회와 안키모 소금김밥,4,한돈 숙성 냉제육,3,주상 닭백숙전골,3
catchtable_KR9OCk9sbTYn2oMQcsWn2g,송추가마골 인어반 강남점,True,weighted_match,143,송추갈비,22,송추갈비 정식,22,가마골갈비 정식,9,가마골갈비,7,부채살양념구이 정식,6
catchtable_bfSO5D5ADY7NZng-rlz0Og,파다노,True,weighted_match,132,뽈뽀,17,바질크림,8,감자뇨끼,4,해산물오일,2,아마트리치아나,2
catchtable_hrWPEJO1JSI3NkY0tOnMag,와서울 (WWAHSEOUL),True,weighted_match,1403,엔다이브,31,이베리코 베요타,13,아이스크림,8,구운 양배추,2,잠봉&감자구이,1
catchtable_kLpJffjSUmOSnRat3z9PYw,여의도돈블랑,True,weighted_match,101,아랫고기(生삼겹살),30,윗고기(生목등심),30,돈블랑 국수,9,된장죽 (2인분),5,특수부위모둠,2
catchtable_PBbAHB4xSbl1JvUtZeMfoQ,이와자루,True,weighted_match,230,오차즈케,5,명란 김 파스타,2,제철 생선구이,2,감자사라다,1,토마토절임,1
catchtable_BV-0jRO2S6pIIAllf-TwYA,디저트시네마,True,weighted_match,360,애플파이,58,시네마 페스츄리,5,블루베리파이,5,초코 스틱,3,초코 뺑 오,1
catchtable_n9vLs5srTVtPBeMmZnrJSQ,리꼬 피자 하남미사 본점,True,weighted_match,577,해신 뚝배기 누룽지,10,벌집 콰트로 포르마지,9,트러플 머쉬룸,2,무화과 고르곤졸라,2,리꼬 마르게리따,1
catchtable_rxn6V_iRa8O-p4t2FjVryQ,라보 스테이크하우스 `더 가든`,True,weighted_match,683,아스파라거스,6,스피나치,4,라보 샐러드,4,카우보이 스테이크,2,크랩 케이크,2
catchtable_9lB3ck3EBtTGopDzUAaHgA,김수사 신세계 본점 (명동),True,weighted_match,761,지라시스시,108,김수사 특상 초밥,96,김수사 사시미,87,생대구탕(지리)코스,67,장어덮밥(히쯔마부시),44
catchtable_nSn7tandULvO_oXW5gIEFw,고우가 여의도점,True,weighted_match,3640,고우가 A코스(90g/120g/150g),750,고우가 B코스(90g/120g/150g),750,고우가 C코스(130g/160g),750,런치 스페셜코스 (120g/150g),478,고우가 시그니처 코스 (140g),409
catchtable_G9Rn4TVT71n5SOehr0rqAA,샤브원 부산명지점,True,weighted_match,10532,"주말,공휴일 할인가(이벤트 참여시)",539,평일런치 할인가(이벤트 참여시),249,평일디너 할인가(이벤트 참여시),249,초등학생 할인가(이벤트 참여시),85,미취학어린이(36개월 이상),17
catchtable_CO_avAgaF7ijOYexd5t6gA,삼동소바 광명직영점,True,weighted_match,104,우동정식,16,얼큰우동정식,14,얼큰우동,11,우육우동,11,삼동떡볶이,11
catchtable_kw1FTHVyc7DnkBaijMBEjA,브리즈 양재,True,weighted_match,296,뽈뽀,3,트러플크림,2,티본스테이크,1,스칼렛 요한슨,1,부라타 샐러드,1
catchtable_9XQN3MvMt9U8HwBL__6Kgg,스즈란,True,weighted_match,283,런치 스시오마카세,70,디너 스시 오마카세,70,,,,,,
catchtable_qdt7bqpWVXRcbam5z-56_Q,마테오견문록,True,weighted_match,561,트러플,34,가지구이,18,아란치니,8,티라미수,8,새우비스크,7
catchtable_9Rtxsa4uJC5jZkR4Ow49sw,화달구연탄쭈꾸미,True,weighted_match,179,연탄쭈꾸미 양념구이,48,눈꽃치즈 양념 쭈꾸미,46,연탄쭈꾸미 소금구이,42,폭탄계란찜,17,공기밥,10
catchtable_o2c2cXFyMk8TLm_nv3jASA,보또비노(bottovino),True,weighted_match,112,토마토 파스타,3,비프 타르타르,2,해산물 튀김,1,엔다이브,1,콩피 문어,1
catchtable_cojUmefuc6n_RqESmzenUg,마초스테이크 송도직영점,True,weighted_match,778,마초 립아이 스테이크,177,마초 한우 등심 스테이크,112,마초 치즈 스테이크,107,1 파운드 추성훈 스테이크,102,마초 함박스테이크,95
catchtable_kHdqbHlPv7a7FZIyRPACiw,스시유 삼성본점,True,weighted_match,755,올데이 스시 코스,227,스시 정식,119,올데이 A코스,77,시그니처 코스,66,"런치 스페셜 코스A, B",60
catchtable_fuySSbT5Cx9NhW3Wxd5_MA,꼬따 송파나루역 본점,True,weighted_match,124,마르게리따,7,프리마베라,2,깔라마리,1,콰트로포르마지,1,카프레제꼬따,1
catchtable_TE7_LiNQLiQIchqAqHlEwg,조앤도슨 광화문,True,weighted_match,526,,,,,,,,,,
catchtable_QvsCj-3kAjauKcHQxNjH5Q,마시타야,True,weighted_match,338,블랙라멘,145,미니차슈덮밥,55,시오라멘,45,곤부스이 츠케멘,42,,
catchtable_CtPycilZB9omHxqteTuUhA,소주물 미사본점,True,weighted_match,340,소금특생갈비,4,대접밥,2,얼큰순두부,2,소주물냉면,1,폭탄계란찜,1
catchtable_sN4p1cUVaBPBQebrTBlmDg,미가키,True,weighted_match,280,런치 가이세키 오마카세,52,디너 미가키 코스,20,,,,,,
catchtable_K4qM_EBDaqXAkshwpvRpwQ,해운대 속씨원한대구탕 미포본점,True,weighted_match,114,대구찜,43,대구곤 추가,43,대구탕,31,알말이,15,,
catchtable_WpOs0EAPQ53H7PjpGDEngQ,쯔루하시 후게츠 명동점,True,weighted_match,1748,프리미엄 세트,18,돈뻬이야끼,12,후게츠 야끼소바,11,숙주나물롤,11,후게츠 세트,9
catchtable_59NcSvPt9d6jVNPl6ZYMFQ,치즈룸X멜팅샵 코엑스 파르나스몰,True,weighted_match,872,트러플 파케리 파스타,5,발사믹 관자,5,전복 솥밥 리조또,4,피스타치오 크림 파스타,4,딱새우 비스크 링귀니,2
catchtable_YWqQmBKNNIt2cxs0kizEyw,늘잇,True,weighted_match,160,무늬오징어,3,고등어 봉초밥,3,게 내장 파스타,1,오이김밥,1,옥돔튀김,1
catchtable_hU7Ud1Ssw9F46yXngHsOzQ,샤브올데이 고양화정점,True,weighted_match,121,다양한 샐러드바 무제한 제공!,22,주말 및 공휴일(고기무제한),5,리버스탭 맥주 무제한 제공!,3,신선한 월남쌈 무제한 제공!,1,품질 좋은 소고기 무제한 제공!,1
catchtable_Wk4a6OmUA3ekUhrCxyYdcA,윰드,True,weighted_match,284,Warm Green,1,,,,,,,,
catchtable_FqH5SRkgT0vTDSYe_xLaZg,빛날빈,True,weighted_match,184,B코스,54,A코스,54,비장탄 숯불장어덮밥 (런치),4,,,,
catchtable_ERy5tP8wHbN_3vlFOZpzNQ,안목(安木) 서면점,True,weighted_match,626,돼지국밥,106,새로,7,섞어국밥,6,고기추가,4,수육백반,4
catchtable_2epeJBAFehAhcpXk6WmL0w,미토,True,weighted_match,658,후토마끼,23,고등어봉초밥,20,한우모츠나베,8,스키야키,7,꽃게리조또,6
catchtable_Ftl3SBXnYH09fQGRKYnddg,을왕리 양자강,True,weighted_match,1228,왕갈비짬뽕,163,간짜장,144,해물볶음밥,9,중국냉면,5,차돌박이짬뽕,1
catchtable_5F-S-VQ88cvyFfITiwLEQw,데이릿 성수,True,weighted_match,576,잠봉 크림 누들,8,직화 족발 누들,7,데이릿 하이볼,4,모짜렐라 김춘권,3,마리모 라이스,2
catchtable_nqRe0GiJClShLipuodZzbw,풍원장 집밥 오시리아,True,weighted_match,153,한식뷔페,21,37개월~초등학교 3학년,1,,,,,,
catchtable_pxmOBYtdUIvVn2zHDziLIg,콘유,True,weighted_match,132,모찌리도후,4,염통,3,츠쿠네,2,껍질,2,피망츠쿠네,1
catchtable_Hql4cSdN_unw_MaWOtK_Vw,온랭,True,weighted_match,314,곰탕,54,평양냉면,36,녹두전,29,막국수,21,스지곰탕,7
catchtable_d4r57G4S6uniG5iSO462mw,우감만족 청담,True,weighted_match,1149,오마카세 코스A,134,오마카세 코스B,134,우대갈비세트 (2인),46,안심 100g,27,등심양념구이 100g,16
catchtable_22ozs2nbV53_S7gwNedPcg,물랑,True,weighted_match,683,디너 코스,83,런치 코스,80,,,,,,
catchtable_5XdpLCaPVBQVOkB9D-0Jmw,랑트 연남,True,weighted_match,182,비스,22,몬터레이 고추장 크림 뇨끼,13,홍게 비스크 리조또,13,수비드 삼겹 스테이크,11,차돌 멜초비 파스타,8
catchtable_kO_yymqyNx_tudsfM4acSQ,ONL(퍼멘츠),True,weighted_match,926,후무스,246,말차,6,알감자,1,호지차,1,작두콩차,1
catchtable_YWtJSe5yjNwAGPD0Id3faw,PEEPS 핍스,True,weighted_match,885,화이트 라구,39,홍새우 비스큐,24,세미프레도,10,보타르가,9,구운문어 샐러리악 퓨레,7
catchtable_BogYbooVE5lB1c7kAh9Weg,베리키친,True,weighted_match,272,제주 | 고등어 오일 파스타,38,만리동 | 토마토 김치찜,26,피렌체 | 시금치 우삼겹 리조또,24,디종 | 구운 양배추 샐러드,5,태안 | 소고기 들깨 크림 파케리,4
catchtable_SaP9vDSJyouNcBANHC5fQg,삼동소바 남양주 왕숙점,True,weighted_match,233,유부초밥,5,대게튀김,3,비빔소바,2,카레우동,1,온소바,1
catchtable_bS1M4vV4EKP5WxI-ZSy-aQ,따롱이훠궈 강남점,True,weighted_match,143,토마토탕,12,소고기,3,새우,3,배추,2,양고기,2
catchtable_aQFqSgf1iDAZCeibrNs9AA,트리아농 [Treeanon]  청담,True,weighted_match,252,스콘,56,[standard] 애프터눈 티 세트 (1인),47,[Special Free] 애프터눈 티 세트 (1인),47,로얄 밀크티,41,홍차 파운드 케이크,24
catchtable_5jtsYwzRVJiAkFH7BSRtkg,스시언,True,weighted_match,740,디너오마카세,97,런치오마카세,96,니혼슈,2,주류 및 음료,1,,
catchtable_SzIOCuL1pRVZ_YtsNqq19Q,에스쿱,True,weighted_match,230,비스큐 파스타,4,어니언스프,3,새우 라비올리,1,라구 리가토니,1,꿀대구와 아이올리,1
catchtable_Sv65fGlHlbzUIzIyvckUUg,소보키 강남점,True,weighted_match,509,낙지 카펠리니,3,차돌 떡볶이,2,미나리 육전,1,닭목살무침,1,미나리 누룽지 닭전골,1
catchtable_jOgMgE57vfFMbtnwi2lLpQ,떡도리탕 강남본점,True,weighted_match,1384,감자전,292,평일 점심메뉴,39,,,,,,
catchtable_499_rNVCeKrn37fPEK7FAw,김숙성 합정역점,True,weighted_match,113,양념게장밥,9,김숙성 투뿔 손차돌,6,미나리/미나리 무침 추가,6,김숙성 특목살,6,김숙성 삼겹살,5
catchtable_kRqwIVBZY--jALf9C8MRIg,신길리,True,weighted_match,132,문어 짬뽕라면,12,문어숙회와 한방보쌈,10,서해안 방게탕,3,바싹 베이콘 감자채전,3,계란에 빠진 육전,2
catchtable_hLecyf0ymbvwVXmdo78SoQ,투뿔 코리안 스테이크하우스,True,weighted_match,199,불고기,4,한우 육회,1,치즈버거 스프링롤,1,LA갈비구이,1,LA갈비,1
catchtable_TBzdVzGytduPJ9wWYBntSg,心淵韓牛 심연한우,True,weighted_match,354,한우 육회,94,한우 육전,92,한우 된징말이 죽,88,심연 스페셜 600g,12,심연 스페셜 400g,12
catchtable_MDcWeBslzjQTtmpAo7WGLA,풀뜯는돼지,True,weighted_match,440,미나리전,88,미나리삼겹살,20,미나리라면,13,된장찌개,13,하이볼,6
catchtable_C9OiOZYUFxyZFj3rrQV7ww,애일 aeil,True,weighted_match,571,무화과 버터와 바게뜨 1pcs,36,시래기 프랑스 소볼살찜,29,가난한자의 푸아그라 본매로우 타르타르,15,단새우와 아보카도딥,14,밀크젤라또와 아일레이 위스키 초코딥,12
catchtable_b4DFXA51ib5Wm-DzoyA5oA,마나오,True,weighted_match,1507,커무 양 / 숯에 구운 태국식 항정살 구이,309,커무양 / 숯에 구운 태국식 항정살 구이,307,타이 밀크티 빙수,128,솜땀 타이 / 그린 파파야 샐러드 솜땀,101,느아 뚠 / 오랜 시간 끓여 낸 소고기 보양 핫팟,85
catchtable_SZRNy315xtbRMofpcffGSA,익스퀴진,True,weighted_match,1709,점심,38,저녁,33,,,,,,
catchtable_Ow9JvkiEZaAdsvAaeFLFKg,에피세리 꼴라쥬(Epicerie Collage),True,weighted_match,281,,,,,,,,,,
catchtable_G64-ATLWKxdBT_PcPG_B2w,정미스시,True,weighted_match,425,,,,,,,,,,
catchtable_sUVvq1s2oDK60fgeYneqFA,정양집 신논현본점,True,weighted_match,421,2인 세트,6,열무국수,2,전통주 샘플러,2,4인 세트,1,해주교반 솥밥,1
catchtable_JAyEVLIZvJqvwbL4fKXcMQ,마츠자키,True,weighted_match,218,1人 가이세키코스 + 사케3종페어링,44,1人 가이세키코스 + 사케5종페어링,44,1人 가이세키코스,40,,,,
catchtable_NRNMa7Nfuw2I_eikcSwD3A,샤브올데이 부산명륜점,True,weighted_match,230,다양한 샐러드바 무제한 제공!,42,주말 및 공휴일(고기무제한),18,리버스탭 맥주 무제한 제공!,13,신선한 월남쌈 무제한 제공!,5,품질 좋은 소고기 무제한 제공!,5
catchtable_ezTHYYYFwRRdh-0R-_ol9g,효탄,True,weighted_match,751,계절사시미 모리아와세,47,카이센플레터,7,,,,,,
catchtable_gT1bffVnuiQHfWAHCDZYMw,슌사이쿠보,True,weighted_match,529,1마리,20,시메사바,8,어린이 장어덮밥,3,생연어덮밥,2,치킨난방,2
catchtable_ioyxlr8pMEXxcKmlqL4q_Q,디핀 옥수(Fresh Pasta&Wine),True,weighted_match,4000,참치타르트,139,올리브 아이스크림,133,코코넛 아이스크림,41,먹물 키타라,30,옥수수 뇨끼,13
catchtable_1JYUieFRgsNwTAAgWPNwEg,스시온정,True,weighted_match,490,점심 사케 페어링 코스,23,저녁 사케 페어링 코스,23,점심 코스,11,저녁 코스,11,콜키지,4
catchtable_mH6cy4RM2OB4PysKbyG28A,아메리칸 브런치 카페,True,weighted_match,241,에그 베네딕트,10,프렌치 토스트,5,럼버잭,5,토마토 오믈렛,3,콥 샐러드,1
catchtable_-H_yyQC6wnwUIQTvi5Ro9g,솔직한우 방이점,True,weighted_match,339,(런치메뉴)한우 고기 곰탕,204,(런치 메뉴)한우 육회 비빔 냉면,101,(런치 메뉴)한우 대창 된장찌개,92,한우 육회 타르,79,한우 육회 클래식,76
catchtable_6FhpbRwUzSZmeljvfLpJnA,산들해 양재점,True,weighted_match,179,한정식,16,해물파전,2,낙지볶음,2,,,,
catchtable_SNs6KCtKom_CQV4fCE0q0A,아메리칸빌리지,True,weighted_match,496,크림스피니치,4,2인 플래터,4,로메인,2,4인 플래터,2,3인 플래터,1
catchtable_wiklMSjgUkyCUskg5AU-IQ,정돈 도마수육 순대국 본점,True,weighted_match,137,순대국,66,도마수육정식,32,순대전골,3,머리수육,1,,
catchtable_tsD4CTAr4BfhXzgU6t4VOg,호박꽃 영등포점,True,weighted_match,435,소고기 매운 라면,64,된장 찌개,27,우니 & 단새우,23,김쌈,16,호박 모리 아와세(2인),11
catchtable_Q1bsLYjPep2ZyCGsIzVR2g,이속우화 구우몽,True,weighted_match,3540,한우 맡김차림,292,우니 & 트러플 (1人),224,채끝살(100g),61,부채살(100g),60,등심(100g),59
catchtable_cs8ijnGGibCfx5QN6cPi7A,누아,True,weighted_match,139,레몬 버터 파스타,35,파리지앵 뇨끼,17,서양식 대구,10,미니코스 샐러드,9,세 번 조리된 감자,7
catchtable_nm14J81MLOT6Y08AedQwiQ,미암미암,True,weighted_match,214,가리비관자 파르팔레 오일파스타,37,레어스테이크샌드위치,20,소갈비 브루기뇽,19,쉬림프크림 링귀니파스타,13,소이소스 그릴드삼겹,12
catchtable_i9W5Ksco1EibFFLOHWSxgw,아카사카 크라부(akasaka club),True,weighted_match,309,우설,79,하이볼,39,특상우설,12,야끼니꾸 3종,11,주먹밥,7
catchtable_bRkEdBLvNvIN1wvHQIW7Pw,원할머니 본점(本 1975) ,True,weighted_match,146,한돈 반반 실비&보쌈김치 보쌈,31,보쌈과 족발(모둠보쌈+족발1/2),13,가마솥 해물순두부반상,6,부드러운 족발(한족),6,족발 한접시(반족),6
catchtable_SNQmwzOj36Tb8M7tx6uY9w,신수로,True,weighted_match,112,336숙성 통목살 160g,8,도끼살 스페셜 3-4인,8,도끼살 스페셜 2인,8,336숙성 통삼겹 160g,7,DRY 한우채끝등심,6
catchtable_SYIYxqHoG9cmFKVEe_NLrA,그랜드 머큐어 임피리얼 팰리스 서울 강남 중식당 천산,True,weighted_match,140,오룡해삼,4,북경오리,3,군만두,2,패밀리 초이스 코스,1,전가복,1
catchtable_G8RFRBqNGdE3UNbXirgrag,우미남 서면점,True,weighted_match,120,한우 1++ 상위 1% 웻에이징 티본(100g),16,특안심(100g),5,한우 육회,4,새우살(100g),3,한우 1+ 드라이에이징 티본(100g),3
catchtable__NpeuVIWwXECbT5n1qwhvQ,포시즌스 호텔 서울 더 마켓 키친,True,weighted_match,322,[~6/30] 뷔페 메뉴,47,[프로모션] 평일 소프트 드링크 프리플로우,9,[프로모션] 주류 무제한 프리플로우,5,,,,
catchtable_lJ_XyeeFiMdyInaP2_ydNQ,신세계오뎅 본점,True,weighted_match,154,스지오뎅탕,3,후토마끼,2,고등어 봉초밥,2,모듬초밥,1,모듬튀김,1
catchtable_vcHU_8mQclFROAcKT5LWkg,올바릇식당 영도점,True,weighted_match,308,꼬막육전대판,58,꼬막 1인상,56,,,,,,
